id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,in_reply_to_screen_name,in_reply_to_status_id,url,user_mention,query,hashtags,media,lat,lng
382870025771556864,https://twitter.com/marquinta_rae/status/382870025771556864,2013-09-25 14:11:42+00:00,RT @Allenleech: I’m An Unapologetic ‘Downton Abbey’ Bootlegger http://t.co/I0HNYnclOF via @TIMECulture,en,18,marquinta_rae,,,http://ti.me/15TfIBc,Allenleech,Downton,,,,
382869991013765120,https://twitter.com/lifesboring/status/382869991013765120,2013-09-25 14:11:33+00:00,"Les choix cornéliens RT @Fanette_G: Bon je commence par Shield, 2 Broke Girls, New Girl, himym ou Downton Abbey ?",fr,0,lifesboring,Fanette_G,382869368386125824,,Fanette_G,Downton,,,,
382869931320434688,https://twitter.com/Jones796/status/382869931320434688,2013-09-25 14:11:19+00:00,Finally watching Downton!! #excited,en,0,Jones796,,,,,Downton,excited,,,
382869862386655233,https://twitter.com/lustyliterate/status/382869862386655233,2013-09-25 14:11:03+00:00,Too Cute! Downton Abbey Fans: Lord Mouseton (of Mouseton Abbey) Shares His Top Mice In Literature | We Love This Book http://t.co/DYoSG3ey4c,en,0,lustyliterate,,,http://www.welovethisbook.com/news/lord-mouseton-shares-his-top-mice-literature#.UkLubZiwaRk.twitter,,Downton,,,,
382869806430437378,https://twitter.com/Maryta64/status/382869806430437378,2013-09-25 14:10:49+00:00,"'Downton Abbey' ,La mejor serie que haya visto este ultimo tiempo",es,0,Maryta64,,,,,Downton,,,,
382869788181405697,https://twitter.com/RandomHouseCA/status/382869788181405697,2013-09-25 14:10:45+00:00,Want a sneak peek of #Longbourn? http://t.co/WzlSJFcY2c (It's Pride &amp; Prejudice meets Downton Abbey!),en,0,RandomHouseCA,,,http://ow.ly/pc9QK,,Downton,Longbourn,,,
382869782933938177,https://twitter.com/meganbholmes/status/382869782933938177,2013-09-25 14:10:44+00:00,"RT @LadyDinahsCats: Ever watch #DowntownAbbey and think ""Man this would be great with cats""? We do! http://t.co/u9sJ0ZqQGb",en,3,meganbholmes,,,http://www.buzzfeed.com/summeranne/downton-tabby-is-downton-abbey-but-with-cats,LadyDinahsCats,Downton,DowntownAbbey,,,
382869593372782592,https://twitter.com/theMirelle/status/382869593372782592,2013-09-25 14:09:59+00:00,":D :D
Egyébként ismeritek a Downton Abbey sorozatot? Mi nagyon szeretjük. :) http://t.co/QSGEF07TNq",hu,0,theMirelle,,,http://fb.me/2PevHsuwp,,Downton,,,,
382869583020822529,https://twitter.com/Bekssss34/status/382869583020822529,2013-09-25 14:09:56+00:00,"RT @DowntonAbbey: Only a few more days till Sunday is upon us! Lords and ladies, how do you spend your #DowntonNight? #Downton",en,18,Bekssss34,,,,DowntonAbbey,Downton,DowntonNight,,,
382869560556523520,https://twitter.com/MelNicBen/status/382869560556523520,2013-09-25 14:09:51+00:00,downton abbey season 4 😍❤️,en,0,MelNicBen,,,,,Downton,,,,
382869512330018816,https://twitter.com/gregighodaro/status/382869512330018816,2013-09-25 14:09:39+00:00,"Julian Fellowes And I Decided Not To Discuss Season Four Of ‘Downton Abbey’ Last Night: 
Last night, Taylor Sw... http://t.co/9m9OJSAM9F",en,0,gregighodaro,,,http://celeb.bz/19Eu5XF,,Downton,,,,
382869423914483712,https://twitter.com/laura_en_france/status/382869423914483712,2013-09-25 14:09:18+00:00,RT @sarahallidina: Realised that I can't watch downton abbey :( #thirdyearabroad,en,2,laura_en_france,,,,sarahallidina,Downton,thirdyearabroad,,,
382869399075446784,https://twitter.com/arlenewites/status/382869399075446784,2013-09-25 14:09:12+00:00,‘Downton Abbey’ Scores Best UK Season Premiere With 9.5M Viewers http://t.co/BwUAVtpLmw via @nikkifinke,en,0,arlenewites,,,http://www.deadline.com/2013/09/downton-abbey-ratings-season-4/,NikkiFinke,Downton,,,,
382869397926600704,https://twitter.com/GabsRussell/status/382869397926600704,2013-09-25 14:09:12+00:00,"RT @EllieGoodwin_: Watching Downton Abbey and @miahernandez94 and @GabsRussell reading their books, with a cuppa tea ☕ #freshers",en,1,GabsRussell,,,,EllieGoodwin_,Downton,freshers,,,
382869376225263617,https://twitter.com/RosaleefxMcdowe/status/382869376225263617,2013-09-25 14:09:07+00:00,"Must Havementality is getting humanity further&amp;further away fromarouge Company Christmas party, #teamservants #Downton",en,0,RosaleefxMcdowe,,,,,Downton,teamservants,,,
382869368386125824,https://twitter.com/Fanette_G/status/382869368386125824,2013-09-25 14:09:05+00:00,"Bon je commence par Shield, 2 Broke Girls, New Girl, himym ou Downton Abbey ? :/",en,0,Fanette_G,,,,,Downton,,,,
382869351369830400,https://twitter.com/Bateman1972/status/382869351369830400,2013-09-25 14:09:01+00:00,RT @DigitalPry: Lauren Harries joins Downton Abbey.,en,1,Bateman1972,,,,DigitalPry,Downton,,,,
382869292032602112,https://twitter.com/shallwebegin_/status/382869292032602112,2013-09-25 14:08:47+00:00,ASSISTINDO O ESPECIAL DA SEASON 3 DE DOWNTON ABBEY,pt,0,shallwebegin_,,,,,Downton,,,,
382869266284150784,https://twitter.com/PrettyCrazy8/status/382869266284150784,2013-09-25 14:08:41+00:00,"""@Mc_Bodacious: Sex, weights, and protein shakes"" and series (mainly Downton Abbey)",en,0,PrettyCrazy8,,,,Mc_Bodacious,Downton,,,,
382869097244917760,https://twitter.com/AmelieICanFly/status/382869097244917760,2013-09-25 14:08:00+00:00,"RT @DowntonAbbey: Sounds delicious, lady @jacquibhowzat MT: @DowntonAbbey having tea and cake with @youngwildie #Downton Abbey",en,4,AmelieICanFly,,,,DowntonAbbey,Downton,Downton,,,
382869078958145536,https://twitter.com/EllieGoodwin_/status/382869078958145536,2013-09-25 14:07:56+00:00,"Watching Downton Abbey and @miahernandez94 and @GabsRussell reading their books, with a cuppa tea ☕ #freshers",en,1,EllieGoodwin_,,,,miahernandez94,Downton,freshers,,,
382869073157054465,https://twitter.com/Cassie4more/status/382869073157054465,2013-09-25 14:07:55+00:00,It's more heartbreaking to see Lady Mary's grief rather than Matthew's death itself. #Downton,en,0,Cassie4more,,,,,Downton,Downton,,,
382869011463020544,https://twitter.com/FlyToNeverland_/status/382869011463020544,2013-09-25 14:07:40+00:00,"RT @DowntonAbbey: Sounds delicious, lady @jacquibhowzat MT: @DowntonAbbey having tea and cake with @youngwildie #Downton Abbey",en,4,FlyToNeverland_,,,,DowntonAbbey,Downton,Downton,,,
382869007365570560,https://twitter.com/CaitlinTenchyy/status/382869007365570560,2013-09-25 14:07:39+00:00,RT @DowntonAbbey: 4 days to #DowntonDay! #CountDownton #Downton http://t.co/bilL6pvGId,en,96,CaitlinTenchyy,,,,DowntonAbbey,Downton,DowntonDay,https://pbs.twimg.com/media/BU_1VmICMAA5NSl.png,,
382868959906652160,https://twitter.com/emst/status/382868959906652160,2013-09-25 14:07:28+00:00,"You and me both, Al RT @Allenleech I’m An Unapologetic ‘Downton Abbey’ Bootlegger http://t.co/04LVO0DC0z  via @TIMECulture",en,0,emst,,,http://ti.me/15TfIBc,Allenleech,Downton,,,,
382868931771645952,https://twitter.com/HowWhatWhenever/status/382868931771645952,2013-09-25 14:07:21+00:00,RT @joneastuk: We're cutting Downton Abbey at Ealing Film Studios. The addition to the studio sign tells what's shooting!! http://t.co/c7Pn…,en,2,HowWhatWhenever,,,,joneastuk,Downton,,,,
382868907645997056,https://twitter.com/McfarlandTheda/status/382868907645997056,2013-09-25 14:07:15+00:00,"I never judge a book by its cover, I use the paragraph on the back, it character to the story as Lord Grantham #Downton",en,0,McfarlandTheda,,,,,Downton,Downton,,,
382868900645715968,https://twitter.com/mathias_lindow/status/382868900645715968,2013-09-25 14:07:13+00:00,RT @svtplay: I söndags hade säs 4 av Downton Abbey premiär i England. Den 2 nov. ser ni serien i #svtplay och @svt. http://t.co/DP2Onk0wuv,sv,7,mathias_lindow,,,http://bit.ly/1dI9gP2,svtplay,Downton,svtplay,,,
382868836984188928,https://twitter.com/PetaKMoore/status/382868836984188928,2013-09-25 14:06:58+00:00,"RT @DowntonAbbey: Would you care for some afternoon giggles, dear lords and ladies? http://t.co/s3htFXgOEC #Downton",en,18,PetaKMoore,,,http://bit.ly/DAgifs,DowntonAbbey,Downton,Downton,,,
382868836670009344,https://twitter.com/Sinjoor/status/382868836670009344,2013-09-25 14:06:58+00:00,"RT @DowntonCooks: Downton Cooks tip:  make your own applesauce, and cut the fat out of your baking.  http://t.co/AnBVBc8TxP #downtonpbs",en,1,Sinjoor,,,http://wp.me/p27trL-17,DowntonCooks,Downton,downtonpbs,,,
382868728125202432,https://twitter.com/fkbblog/status/382868728125202432,2013-09-25 14:06:32+00:00,"RT @welovethisbook: We're so glad #Downton is back. To celebrate, we asked Lord Mouseton of Mouseton Abbey to share his top mice in books h…",en,2,fkbblog,,,,welovethisbook,Downton,Downton,,,
382868688409341953,https://twitter.com/neo_andreas/status/382868688409341953,2013-09-25 14:06:23+00:00,RT @svtplay: I söndags hade säs 4 av Downton Abbey premiär i England. Den 2 nov. ser ni serien i #svtplay och @svt. http://t.co/DP2Onk0wuv,sv,7,neo_andreas,,,http://bit.ly/1dI9gP2,svtplay,Downton,svtplay,,,
382868641035071488,https://twitter.com/DowntonCooks/status/382868641035071488,2013-09-25 14:06:12+00:00,"RT @DowntonAbbey: Sounds delicious, lady @jacquibhowzat MT: @DowntonAbbey having tea and cake with @youngwildie #Downton Abbey",en,4,DowntonCooks,,,,DowntonAbbey,Downton,Downton,,,
382868571413819392,https://twitter.com/betsyjohnson96/status/382868571413819392,2013-09-25 14:05:55+00:00,Yep cheers Marxism for making me feel like life is hopeless gonna go watch downton abbey now and pretend that sociology lesson didn't happen,en,0,betsyjohnson96,,,,,Downton,,,,
382868550337064962,https://twitter.com/PJodenius/status/382868550337064962,2013-09-25 14:05:50+00:00,RT @svtplay: I söndags hade säs 4 av Downton Abbey premiär i England. Den 2 nov. ser ni serien i #svtplay och @svt. http://t.co/DP2Onk0wuv,sv,7,PJodenius,,,http://bit.ly/1dI9gP2,svtplay,Downton,svtplay,,,
382868517051047937,https://twitter.com/triggertheheart/status/382868517051047937,2013-09-25 14:05:42+00:00,is it me getting more emotional or downton abbey getting more heartbreaking,en,0,triggertheheart,,,,,Downton,,,,
382868470540431360,https://twitter.com/Maryta64/status/382868470540431360,2013-09-25 14:05:31+00:00,'Downton Abbey' bate récord de audiencia y se supera a sí misma http://t.co/rNGhCh8XnY vía @elmundoes,es,0,Maryta64,,,http://mun.do/1dDK78m,elmundoes,Downton,,,,
382868458536308736,https://twitter.com/SchwartzrzozaCh/status/382868458536308736,2013-09-25 14:05:28+00:00,"#writing #quotes | Wine is bottled poetry, ~ Robert Louis Stevensont in linen when sewing on a missing button, #Downton",en,0,SchwartzrzozaCh,,,,,Downton,writing,,,
382868437212880898,https://twitter.com/lewis_patric/status/382868437212880898,2013-09-25 14:05:23+00:00,"RT @GaryLineker: Sorry to interrupt your viewing of Downton, but Mario Balotelli has missed a penalty. This has never happened before.",en,1417,lewis_patric,,,,GaryLineker,Downton,,,,
382868395567620097,https://twitter.com/CosmoBeautyTeam/status/382868395567620097,2013-09-25 14:05:13+00:00,"The Downtown Abbey beauty collection is real, it's happening and it's available from the 28th September (Saturday!): http://t.co/wz0df9tDhc",en,0,CosmoBeautyTeam,,,http://on.cosmo.uk.com/1b2zqv3,,Downton,,,,
382868391683710976,https://twitter.com/DowntonCooks/status/382868391683710976,2013-09-25 14:05:12+00:00,"Downton Cooks tip:  make your own applesauce, and cut the fat out of your baking.  http://t.co/AnBVBc8TxP #downtonpbs",en,1,DowntonCooks,,,http://wp.me/p27trL-17,,Downton,downtonpbs,,,
382868351611330562,https://twitter.com/Georgiabowyer/status/382868351611330562,2013-09-25 14:05:03+00:00,The romance In Downton abbey is so perfect and traditional ❤,en,0,Georgiabowyer,,,,,Downton,,,,
382868349010853888,https://twitter.com/_abiwatson/status/382868349010853888,2013-09-25 14:05:02+00:00,"My mum sent me a parcel with a Downton Abbey article, a Thai green curry mix and an amazon voucher. The women knows me too well",en,0,_abiwatson,,,,,Downton,,,,
382868296158429184,https://twitter.com/CeciliaGarme/status/382868296158429184,2013-09-25 14:04:49+00:00,RT @svtplay: I söndags hade säs 4 av Downton Abbey premiär i England. Den 2 nov. ser ni serien i #svtplay och @svt. http://t.co/DP2Onk0wuv,sv,7,CeciliaGarme,,,http://bit.ly/1dI9gP2,svtplay,Downton,svtplay,,,
382868283382190080,https://twitter.com/3torNam/status/382868283382190080,2013-09-25 14:04:46+00:00,@KBDanquah Have you seen Downton yet? Edith was looking so nice lol! I was surprised.,en,0,3torNam,KBDanquah,,,KBDanquah,Downton,,,,
382868196543299584,https://twitter.com/boylerpf/status/382868196543299584,2013-09-25 14:04:26+00:00,Downton Abbey Antique Garnet Necklace http://t.co/7Ac4ZjMpVG #ecochic #vintage #Jewelry,en,0,boylerpf,,,http://etsy.me/12XR56W,,Downton,ecochic,,,
382868171339730944,https://twitter.com/carolanne329/status/382868171339730944,2013-09-25 14:04:20+00:00,RT @Allenleech: I’m An Unapologetic ‘Downton Abbey’ Bootlegger http://t.co/I0HNYnclOF via @TIMECulture,en,18,carolanne329,,,http://ti.me/15TfIBc,Allenleech,Downton,,,,
382868115639373824,https://twitter.com/inspiringchoice/status/382868115639373824,2013-09-25 14:04:06+00:00,@welovethisbook This is the most adorable Downton tribute ever.,en,1,inspiringchoice,welovethisbook,382867890002604032,,welovethisbook,Downton,,,,
382868100972314624,https://twitter.com/DowntonAbbey/status/382868100972314624,2013-09-25 14:04:03+00:00,"Sounds delicious, lady @jacquibhowzat MT: @DowntonAbbey having tea and cake with @youngwildie #Downton Abbey",en,4,DowntonAbbey,,,,jacquibhowzat,Downton,Downton,,,
382867908235636736,https://twitter.com/EbanyKendall/status/382867908235636736,2013-09-25 14:03:17+00:00,Sorry downton abbey✋,en,0,EbanyKendall,,,,,Downton,,,,
382867890002604032,https://twitter.com/welovethisbook/status/382867890002604032,2013-09-25 14:03:13+00:00,"We're so glad #Downton is back. To celebrate, we asked Lord Mouseton of Mouseton Abbey to share his top mice in books http://t.co/2WB8OOLR2v",en,2,welovethisbook,,,http://www.welovethisbook.com/news/lord-mouseton-shares-his-top-mice-literature,,Downton,Downton,,,
382867878879698944,https://twitter.com/NikkiJayne92/status/382867878879698944,2013-09-25 14:03:10+00:00,Catching up on Downton Abbey and I'm getting all chocked up ! #emosh,en,0,NikkiJayne92,,,,,Downton,emosh,,,
382867814165803008,https://twitter.com/FanDowntonAbbey/status/382867814165803008,2013-09-25 14:02:54+00:00,"Envie de gagner le livre ""Le monde de Downton Abbey"", TMC vous propose de le gangner ! http://t.co/iFui0em9Ay",fr,0,FanDowntonAbbey,,,http://fb.me/3joM2I1Vc,,Downton,,,,
382867700587835392,https://twitter.com/Sec2zine/status/382867700587835392,2013-09-25 14:02:27+00:00,"@bbcDoctorWho tops 'ultimate TV schedule' poll ahead of Downton Abbey, Sherlock and Coronation Street |  http://t.co/Ooc94cCyHm",en,0,Sec2zine,bbcdoctorwho,,http://metro.co.uk/2013/09/24/doctor-who-beats-downton-abbey-and-sherlock-to-top-ultimate-tv-schedule-poll-4098585/,bbcdoctorwho,Downton,,,,
382867637380079616,https://twitter.com/LePaloma/status/382867637380079616,2013-09-25 14:02:12+00:00,"Ya me acuerdo por que deje de ver Downton Abbey, el dolor horrible que me producia.",es,0,LePaloma,,,,,Downton,,,,
382867557083914240,https://twitter.com/myershouse/status/382867557083914240,2013-09-25 14:01:53+00:00,“@Allenleech: I’m An Unapologetic ‘Downton Abbey’ Bootlegger http://t.co/fDP1g0UosF via @TIMECulture” Exactly!,en,0,myershouse,Allenleech,382861402701983744,http://ti.me/15TfIBc,Allenleech,Downton,,,,
382867551748767744,https://twitter.com/Celeb_News_UK/status/382867551748767744,2013-09-25 14:01:52+00:00,'Coronation Street' Sol Heras: 'I'd love a role on Downton Abbey' http://t.co/lbslhB0KMt #celebrity,en,0,Celeb_News_UK,,,http://dlvr.it/425Bg7,,Downton,celebrity,,,
382867492689162241,https://twitter.com/ryanhoussari/status/382867492689162241,2013-09-25 14:01:38+00:00,Feeling very Downton Fab-bey... #downtonabbey #season4 #premiere,en,0,ryanhoussari,,,,,Downton,downtonabbey,,,
382867417958858752,https://twitter.com/joneastuk/status/382867417958858752,2013-09-25 14:01:20+00:00,We're cutting Downton Abbey at Ealing Film Studios. The addition to the studio sign tells what's shooting!! http://t.co/c7PnB0t8Dn,en,2,joneastuk,,,,,Downton,,https://pbs.twimg.com/media/BVA341DCEAAyBcu.jpg,,
382867399143211009,https://twitter.com/Zoe_CF/status/382867399143211009,2013-09-25 14:01:15+00:00,"RT @dgquarterly: As Downton Abbey returns to our screens, here's a recap of everything Carson and Violet have disapproved of so far http://…",en,3,Zoe_CF,,,,dgquarterly,Downton,,,,
382867385726021632,https://twitter.com/fmiranda86/status/382867385726021632,2013-09-25 14:01:12+00:00,he dejado descargando todos los episodios que me faltan de Breaking Bad y el estreno de SHIELD y Downton Abbey. ya son las 6?,es,0,fmiranda86,,,,,Downton,,,,
382867371234308097,https://twitter.com/misschattenoire/status/382867371234308097,2013-09-25 14:01:09+00:00,e downton abbey baslamis haber vermiyorsunuz?!,tr,0,misschattenoire,,,,,Downton,,,,
382867353253711872,https://twitter.com/carla_neomi/status/382867353253711872,2013-09-25 14:01:05+00:00,Downton abbey catch up 😳👵 #guiltypleasure,en,0,carla_neomi,,,,,Downton,guiltypleasure,,,
382867279152570368,https://twitter.com/GradysWinClning/status/382867279152570368,2013-09-25 14:00:47+00:00,How to Watch Downton Abbey Season 4 Before it Airs in the US - http://t.co/j050ne4X2B,en,0,GradysWinClning,,,http://eepurl.com/FSTkf,,Downton,,,,
382867180565827584,https://twitter.com/greatworksofart/status/382867180565827584,2013-09-25 14:00:23+00:00,RT @marymansey: Downton Abbey meets Uptown Chic at The International Fine Art &amp; Antique Dealers Show http://t.co/23sWTzg68b #art,en,2,greatworksofart,,,http://is.gd/cMNl86,marymansey,Downton,art,,,
382867090140823552,https://twitter.com/grassfedgirlsf/status/382867090140823552,2013-09-25 14:00:02+00:00,Weight Loss and Health Lessons from Downton Abbey - There is plenty of drama all the way around but when I... http://t.co/Td7XWRcSyT,en,0,grassfedgirlsf,,,http://fb.me/2WmdLjWLE,,Downton,,,,
382867030858149889,https://twitter.com/dejantd/status/382867030858149889,2013-09-25 13:59:48+00:00,Downton Abbey goes Twitter. http://t.co/tcDPfDpKWA,en,0,dejantd,,,,,Downton,,https://pbs.twimg.com/media/BVA3iTrCMAAV66z.jpg,,
382866982820777984,https://twitter.com/varonearts/status/382866982820777984,2013-09-25 13:59:36+00:00,@hragv Have you ever seen the @DallasMuseumArt's Downton Abbey video spoof? http://t.co/BsGVdIi9lL,en,0,varonearts,hragv,382839692770566145,http://www.youtube.com/watch?v=KpqDsWrGJJQ,hragv,Downton,,,,
382866975292026880,https://twitter.com/leahharz/status/382866975292026880,2013-09-25 13:59:34+00:00,"“@DowntonAbbey: Would you care for some afternoon giggles, dear lords and ladies? http://t.co/yGwj7Nmp2s #Downton” @lizzie__anne #sotrue!",en,0,leahharz,DowntonAbbey,382853995272110080,http://bit.ly/DAgifs,DowntonAbbey,Downton,Downton,,,
382866913799315456,https://twitter.com/SeriesCheries/status/382866913799315456,2013-09-25 13:59:20+00:00,"La cast de Downton Abbey, pratiquement méconnaissable, direction Downtown ! @DowntonAbbey http://t.co/lC3SieYqJ8",fr,0,SeriesCheries,,,,DowntonAbbey,Downton,,https://pbs.twimg.com/media/BVA3bfoCIAALJ3M.jpg,,
382866844727513088,https://twitter.com/mysereniteas/status/382866844727513088,2013-09-25 13:59:03+00:00,"RT @DowntonAbbey: Ah, the perfect time for tea, wouldn't you agree? #Downton http://t.co/UXdZurQi0P",en,154,mysereniteas,,,,DowntonAbbey,Downton,Downton,https://pbs.twimg.com/media/BUyxeX2CAAA7lBV.png,,
